MLAI        ALA         CrownCover  HsD         N           Cab         Car         Cdm         CwRel       Cbp         Bs          
5.467       33.05       0.8866      0.2708      1.738       41.65       10.41       0.004202    0.7927      0.386       0.489       
2.533       47.56       0.932       0.3414      1.495       62.34       15.58       0.003602    0.6656      1.241       0.7105      
6.972       38.56       0.8569      0.2913      1.513       52.03       13.01       0.005174    0.7306      0.1335      0.4176      
3.327       48.06       0.9055      0.1583      1.706       67.84       16.96       0.00553     0.6736      0.9364      0.7064      
0.2004      39.97       0.984       0.397       1.502       85.09       21.27       0.006548    0.7715      0.2842      0.2822      
0.6231      55.94       0.9796      0.3566      1.702       43.28       10.82       0.003931    0.7604      0.7547      0.6792      
0.4339      32.92       0.9571      0.3869      1.901       75.06       18.76       0.004433    0.7708      0.1861      0.4085      
0.8176      61.11       0.9795      0.3874      1.582       60.03       15.01       0.007124    0.7339      0.2045      0.1746      
0.4854      7.49        0.9894      0.2511      1.894       37.74       9.436       0.01039     0.6719      0.007371    0.6435      
2.29        49.08       0.9403      0.451       1.371       69.93       17.48       0.007837    0.7613      1.532       0.278       
3.477       21.61       0.9118      0.4095      1.691       45.95       11.49       0.007004    0.7392      1.147       0.5513      
1.481       63.79       0.9286      0.2474      1.306       75.42       18.85       0.005171    0.799       0.448       0.7082      
0.992       53.41       0.9403      0.4651      1.51        37.49       9.373       0.005663    0.7187      0.6193      0.1811      
5.007       45.45       0.8855      0.1047      1.688       55.94       13.98       0.007347    0.6868      0.4698      0.655       
0.2451      43.03       0.9649      0.1811      1.626       47.08       11.77       0.009766    0.7622      1.033       0.5429      
0.6077      45.81       0.9705      0.3483      1.851       41.08       10.27       0.01025     0.8124      0.8077      0.3203      
0.1426      14.27       0.9962      0.1695      1.618       82.62       20.66       0.007995    0.6425      0.5639      0.6069      
2.542       28.97       0.9379      0.3236      1.277       36.69       9.173       0.008905    0.6817      0.1248      0.6035      
0.3438      71.69       0.9924      0.2305      1.877       53.53       13.38       0.009768    0.8189      0.2573      0.807       
4.864       25.8        0.8786      0.1716      1.474       61.1        15.28       0.004263    0.6786      0.758       0.6203      
6.994       44.7        0.8472      0.1877      1.58        53.03       13.26       0.005193    0.7194      0.09559     0.5977      
5.632       36.14       0.8826      0.2703      1.39        34.94       8.736       0.005084    0.7207      0.6267      0.6052      
5.251       24.57       0.8895      0.2954      1.519       52.76       13.19       0.004702    0.6959      0.5015      0.4075      
0.3806      30.59       0.9871      0.1224      1.799       40.56       10.14       0.003702    0.738       1.406       0.6291      
1.56        44.8        0.9354      0.4615      1.359       71.97       17.99       0.004195    0.6538      0.3318      0.8552      
1.151       61.75       0.969       0.3087      1.761       53.95       13.49       0.009721    0.7613      1.595       0.6216      
3.075       53.02       0.9192      0.4575      1.966       52.5        13.13       0.007066    0.7468      0.867       0.2699      
0.1164      35.86       0.9904      0.1102      1.569       83.84       20.96       0.003823    0.7426      0.1065      0.23        
1.933       40.35       0.9296      0.2322      1.512       52.21       13.05       0.004398    0.7119      0.6352      0.4845      
0.08333     18.58       0.992       0.2833      1.898       32.77       8.191       0.004733    0.6831      1.233       0.5249      
1.694       41.35       0.9515      0.3388      1.315       82.31       20.58       0.008898    0.7095      0.4156      0.8017      
0.2915      71.37       0.9774      0.1873      1.945       69.3        17.32       0.00462     0.6804      0.4812      0.2185      
6.367       39.11       0.8629      0.2958      1.475       41.47       10.37       0.00617     0.7286      0.01397     0.6087      
4.788       37.57       0.9009      0.1063      1.402       39.89       9.973       0.004538    0.739       0.8974      0.4462      
1.61        33.45       0.9661      0.3574      1.544       24.82       6.206       0.004468    0.6337      1.549       0.7602      
3.235       23.97       0.9057      0.4948      1.566       58.33       14.58       0.00736     0.665       0.9216      0.5229      
0.9985      27.92       0.9399      0.4119      1.464       28.25       7.064       0.009792    0.6313      0.9886      0.7914      
2.736       63.97       0.9335      0.2312      1.959       38.56       9.639       0.006125    0.6765      0.2484      0.811       
6.807       29.27       0.8494      0.4639      1.678       51.13       12.78       0.006828    0.7286      0.1642      0.5363      
0.05283     52.42       0.9904      0.447       1.914       60.84       15.21       0.007532    0.6544      1.6         0.1519      
1.951       67.56       0.9507      0.2353      1.573       79.8        19.95       0.009294    0.7664      0.8544      0.7861      
2.776       32.73       0.9118      0.2595      1.773       37.62       9.406       0.005       0.7936      1.02        0.3622      
0.2989      26.21       0.9875      0.4326      2.043       82.6        20.65       0.009685    0.7716      0.8497      0.03853     
1.519       45.51       0.9423      0.1159      1.887       65.17       16.29       0.005228    0.8143      1.547       0.5645      
2.302       61.42       0.9285      0.4388      1.645       40.22       10.06       0.005447    0.7476      0.2029      0.8039      
0.4754      48.3        0.9622      0.4279      2.003       52.48       13.12       0.01029     0.7866      1.411       0.8568      
1.143       19.95       0.9659      0.2573      2.013       26.49       6.622       0.006255    0.7463      1.175       0.511       
5.346       52.39       0.8828      0.2585      1.379       34.82       8.706       0.007734    0.7565      0.1716      0.4812      
0.4331      16.72       0.9861      0.1226      1.751       46.06       11.52       0.009701    0.6352      1.513       0.9402      
0.407       53.2        0.9841      0.4922      1.243       68.18       17.04       0.00374     0.7682      0.3897      0.4478      
1.603       21.89       0.9555      0.2297      1.709       52.53       13.13       0.007347    0.7582      0.1381      0.7952      
5.237       24.33       0.8855      0.1796      1.572       44.46       11.11       0.005475    0.7889      0.3579      0.7018      
0.8661      37.73       0.9606      0.3342      1.599       25.82       6.455       0.008804    0.8338      0.04404     0.07616     
1.145       22.62       0.9646      0.1104      1.83        49.85       12.46       0.005556    0.6527      1.53        0.5446      
0.7806      23.45       0.9805      0.1703      1.693       35.42       8.854       0.01003     0.752       0.5495      0.7927      
6.521       34.78       0.8635      0.2625      1.69        51.91       12.98       0.006926    0.7009      0.5424      0.4273      
2.903       17.87       0.9292      0.2977      1.673       48.18       12.04       0.005767    0.6547      0.3887      0.3445      
1.256       26.58       0.9427      0.2629      1.453       23.32       5.829       0.003415    0.8255      1.137       0.817       
0.3467      51.88       0.9682      0.2699      1.26        59.4        14.85       0.00857     0.7352      0.2264      0.362       
1.938       52.44       0.9432      0.21        1.64        77.91       19.48       0.00851     0.7104      0.008269    0.5923      
1.103       9.388       0.9666      0.2127      2.064       43.27       10.82       0.003463    0.7889      0.9484      0.2236      
3.928       34.32       0.9205      0.1079      1.748       63.66       15.91       0.004381    0.6651      0.5781      0.362       
7.043       39.17       0.8522      0.2412      1.66        45.43       11.36       0.004491    0.7465      0.07261     0.3637      
5.345       43.5        0.893       0.3127      1.664       57.25       14.31       0.006377    0.7366      0.408       0.7172      
3.707       48.71       0.9177      0.2817      1.751       46.42       11.61       0.007959    0.7086      0.5345      0.4145      
1.301       47.75       0.9551      0.1795      1.449       30.92       7.729       0.009375    0.8239      0.422       0.506       
1.051       75.77       0.9513      0.4872      1.861       82.34       20.58       0.008136    0.7581      0.9176      0.1495      
2.152       38.96       0.9538      0.1181      1.909       27.16       6.79        0.005899    0.7795      0.7472      0.2258      
2.622       69.5        0.913       0.3896      1.657       29.97       7.492       0.007484    0.7066      0.4427      0.3592      
1.285       43.4        0.9573      0.4271      1.64        65.37       16.34       0.006453    0.6851      0.5584      0.7247      
1.94        16.03       0.9573      0.4822      1.319       27.17       6.792       0.00662     0.6503      1.326       0.8113      
0.4237      32.43       0.9695      0.4863      1.946       60.48       15.12       0.00433     0.666       1.577       0.3611      
6.996       35.76       0.847       0.1821      1.674       42.34       10.58       0.006105    0.7683      0.5626      0.5904      
6.867       30.38       0.8501      0.145       1.412       53.9        13.47       0.00578     0.7513      0.3065      0.4226      
0.6486      32.92       0.9719      0.4647      1.538       78.22       19.56       0.004347    0.6506      1.296       0.5018      
0.7909      42.23       0.9585      0.4576      1.689       83.43       20.86       0.006896    0.7351      1.56        0.3111      
0.01536     7.755       0.9684      0.4698      1.243       87.94       21.98       0.004303    0.6576      1.874       0.7405      
5.036       30.95       0.8846      0.4218      1.616       55.31       13.83       0.004152    0.7327      0.06705     0.5485      
0.2308      30.82       0.9754      0.1659      2.05        31.77       7.943       0.004242    0.6414      0.442       0.7343      
4.861       37.11       0.8869      0.3914      1.626       48.3        12.08       0.004639    0.7541      0.2992      0.2591      
5.474       47.92       0.8729      0.4226      1.6         35.89       8.974       0.004956    0.7549      0.6841      0.4251      
0.804       48.31       0.9674      0.3982      1.943       86.1        21.52       0.005771    0.6926      0.1476      0.2645      
5.355       49.72       0.8707      0.2751      1.768       35.67       8.916       0.007755    0.731       0.5327      0.5991      
3.733       54.49       0.8941      0.2501      1.391       41.87       10.47       0.005603    0.7081      0.6756      0.5061      
6.14        27.52       0.858       0.278       1.464       47.91       11.98       0.007042    0.723       0.3948      0.4885      
0.9076      45.99       0.9738      0.4063      1.316       82.78       20.69       0.004188    0.718       0.1764      0.5108      
2.018       19.46       0.943       0.3457      1.331       52.44       13.11       0.009756    0.6354      0.7435      0.1889      
2.232       37.55       0.9523      0.1062      1.574       57.39       14.35       0.007234    0.663       1.534       0.6696      
6.657       38.93       0.8587      0.1728      1.41        53.62       13.4        0.004617    0.7439      0.03961     0.4095      
3.333       24.45       0.9041      0.386       1.929       66.71       16.68       0.004467    0.7564      0.4244      0.3584      
2.981       21.29       0.9156      0.2842      1.979       62.97       15.74       0.006996    0.7212      0.2741      0.3691      
2.955       34.76       0.928       0.237       1.618       44.07       11.02       0.005114    0.6761      0.1884      0.2201      
0.2777      10.93       0.956       0.209       1.49        88.4        22.1        0.004226    0.7087      0.8403      0.7367      
6.023       42.47       0.8653      0.2026      1.516       37.85       9.463       0.004879    0.7194      0.6883      0.4225      
0.7265      56          0.948       0.2528      1.941       77.77       19.44       0.005669    0.6593      0.9528      0.9008      
0.6904      51.43       0.9801      0.3302      1.34        70.83       17.71       0.006599    0.6716      0.9479      0.3144      
1.453       10.89       0.9542      0.166       1.463       61.29       15.32       0.004075    0.8304      1.467       0.553       
1.96        29.74       0.9243      0.1813      1.598       24.93       6.234       0.004984    0.8071      1.525       0.2127      
4.312       43.38       0.8862      0.3301      1.66        53.49       13.37       0.003995    0.7257      1.124       0.369       
1.502       30.52       0.9495      0.2797      1.943       44.91       11.23       0.006285    0.7508      0.3845      0.5792      
0.2452      16.37       0.9633      0.3238      1.386       26.99       6.748       0.004842    0.8056      0.6094      0.8873      
2.751       64.25       0.933       0.4285      1.47        33.46       8.365       0.005811    0.8216      0.1632      0.5699      
3.363       42.6        0.9036      0.3145      1.507       66.27       16.57       0.008335    0.688       1.317       0.7607      
4.937       38.97       0.8811      0.3022      1.609       60.04       15.01       0.005053    0.7605      0.06157     0.6266      
1.129       24.61       0.9765      0.4543      1.34        76.55       19.14       0.00702     0.7225      1.496       0.8155      
1.837       19.31       0.9277      0.3122      1.637       34.14       8.535       0.008321    0.6683      0.2938      0.5548      
3.622       31.19       0.9212      0.317       1.889       30.51       7.629       0.008765    0.8037      0.3481      0.2773      
6.075       33.1        0.8726      0.2545      1.561       41.88       10.47       0.005919    0.7095      0.5685      0.3826      
3.132       39.94       0.9363      0.4379      1.755       30.83       7.709       0.003858    0.7462      0.4513      0.4889      
2.421       37.8        0.9498      0.4055      1.306       56.17       14.04       0.006372    0.8076      1.347       0.1433      
0.4378      37.44       0.9884      0.4028      1.975       25.46       6.364       0.004688    0.8257      1.586       0.09854     
0.3251      63.22       0.9879      0.2444      1.359       61.34       15.33       0.005121    0.8247      1.925       0.1557      
3.746       20.5        0.9166      0.2142      1.474       65.15       16.29       0.006743    0.7241      0.9647      0.4294      
5.415       37.11       0.8763      0.1634      1.648       63.61       15.9        0.006007    0.6864      0.4022      0.6739      
0.8385      17.39       0.9641      0.2982      1.794       37.95       9.487       0.006047    0.7159      0.7833      0.8322      
0.8299      21.68       0.9465      0.1952      1.42        40.16       10.04       0.004438    0.7807      1.441       0.4347      
1.534       62.67       0.9375      0.277       1.513       26.54       6.635       0.00629     0.7037      0.7932      0.6476      
1.038       22.9        0.949       0.4716      1.927       34.59       8.648       0.004555    0.8334      0.3986      0.06485     
2.103       16.33       0.9423      0.3498      1.898       79.28       19.82       0.008459    0.7132      0.1899      0.3566      
2.582       16.59       0.9152      0.3951      1.866       39.57       9.892       0.006531    0.7574      1.261       0.7613      
7.441       34.97       0.8434      0.2896      1.602       40.9        10.23       0.004935    0.7322      0.2182      0.4645      
7.007       46          0.8565      0.2728      1.441       49.93       12.48       0.004575    0.7357      0.595       0.5625      
2.411       42.42       0.937       0.3096      1.558       55.25       13.81       0.005246    0.65        1.093       0.6886      
0.7521      51.62       0.9438      0.4559      1.818       64.06       16.02       0.004783    0.7477      0.5276      0.2073      
0.1299      69.78       0.9879      0.4203      1.361       43.76       10.94       0.008445    0.7278      1.87        0.574       
0.2937      27.77       0.9679      0.3634      1.259       60.62       15.16       0.006672    0.7347      1.406       0.2665      
1.33        16.6        0.9512      0.3654      1.283       61.06       15.27       0.00533     0.6359      1.005       0.2569      
2.156       51.89       0.9346      0.1471      1.404       29.93       7.482       0.008945    0.6365      0.1457      0.6551      
3.073       51.88       0.9201      0.1425      1.931       60.75       15.19       0.006337    0.8009      1.241       0.2735      
1.888       23.62       0.944       0.1916      1.676       54.43       13.61       0.006968    0.6625      0.6364      0.2         
0.5794      75.13       0.9782      0.1656      2.071       86.11       21.53       0.009375    0.6993      0.113       0.5714      
0.08531     50.6        0.9582      0.1519      2.131       34.9        8.726       0.004204    0.6396      0.7762      0.5329      
1.319       41.93       0.9346      0.1621      1.83        78.96       19.74       0.005464    0.7171      0.953       0.7196      
0.08107     76.94       0.9912      0.3037      2.124       33.64       8.409       0.008106    0.7211      0.6176      0.4991      
3.868       20.03       0.9213      0.2422      1.464       67.17       16.79       0.006589    0.7708      1.218       0.3145      
0.5288      55.61       0.9851      0.391       1.781       62.02       15.5        0.005335    0.7611      0.2969      0.3786      
6.696       51.81       0.8536      0.2208      1.603       55.2        13.8        0.004548    0.717       0.6246      0.3775      
4.256       34.31       0.8922      0.2604      1.382       47.91       11.98       0.004293    0.7686      0.8536      0.4088      
0.08654     66.06       0.9538      0.151       2.086       71.4        17.85       0.004571    0.6402      1.254       0.2709      
7.654       49.09       0.8404      0.2321      1.576       41.23       10.31       0.006015    0.7507      0.05779     0.5151      
0.9004      14.16       0.947       0.106       1.769       71.29       17.82       0.005708    0.6464      1.584       0.06338     
4.368       25.8        0.8911      0.4261      1.662       32.75       8.188       0.007899    0.7701      0.7367      0.2963      
3.549       34.99       0.9123      0.3162      1.874       51.67       12.92       0.005483    0.7133      0.5959      0.8163      
3.091       57.72       0.937       0.4297      1.808       68.16       17.04       0.005011    0.8063      1.362       0.7855      
2.209       51.84       0.9388      0.4057      1.358       32.88       8.221       0.00419     0.7058      1.11        0.7001      
0.8408      58.57       0.9652      0.1664      1.526       38.04       9.511       0.005043    0.7535      1.063       0.5696      
0.5794      36.11       0.9652      0.4562      2.08        46.38       11.6        0.006071    0.7772      1.515       0.5372      
6.955       50.77       0.859       0.1266      1.451       43.1        10.77       0.006328    0.7571      0.5365      0.4522      
1.184       33.81       0.9562      0.1327      1.746       84.63       21.16       0.005005    0.6643      0.5709      0.4407      
1.633       23.14       0.96        0.1915      2.043       31.25       7.811       0.007258    0.7912      1.507       0.6255      
0.4134      8.85        0.9706      0.1505      1.4         23.1        5.774       0.008439    0.8238      0.7635      0.4276      
0.6133      56.97       0.9866      0.287       1.925       66.87       16.72       0.005906    0.6799      0.3006      0.8167      
0.03381     24.18       0.9631      0.2044      2.113       47.14       11.79       0.01086     0.6482      0.8266      0.6392      
3.365       50.22       0.9147      0.1216      1.317       49.96       12.49       0.005238    0.7169      0.6331      0.3363      
0.2155      73.58       0.9875      0.4615      1.564       86.32       21.58       0.004236    0.75        1.538       0.6388      
1.789       48.1        0.9255      0.3356      1.598       38.91       9.728       0.006965    0.6955      1.458       0.5752      
1.123       31.64       0.9398      0.1641      1.744       54.32       13.58       0.005324    0.6717      0.3737      0.714       
6.381       27.9        0.8573      0.1333      1.713       57.51       14.38       0.006569    0.7838      0.06851     0.552       
5.21        33.63       0.8791      0.3108      1.506       40.59       10.15       0.007294    0.7414      0.6928      0.5019      
0.4039      65.09       0.9577      0.2127      1.664       52.93       13.23       0.003272    0.7555      1.887       0.9504      
2.427       55.98       0.9427      0.3713      1.758       27.52       6.88        0.006169    0.7595      1.23        0.2452      
0.8155      42.38       0.9536      0.2155      1.228       23.94       5.984       0.00576     0.7424      1.093       0.6971      
2.889       58.69       0.915       0.4223      1.835       41.54       10.39       0.008823    0.739       1.337       0.3691      
0.0776      49.95       0.9601      0.1477      2           87.25       21.81       0.005364    0.8481      1.185       0.6494      
3.27        59.5        0.9227      0.2007      1.545       73.75       18.44       0.005705    0.6751      0.09084     0.7005      
0.7437      35.64       0.9404      0.1005      1.373       73.08       18.27       0.008983    0.7461      0.3611      0.4701      
0.1015      24.3        0.9498      0.437       1.325       87.55       21.89       0.006992    0.8387      0.2646      0.9584      
2.865       51.81       0.9269      0.104       1.82        46.83       11.71       0.008253    0.7993      0.4369      0.2301      
0.8857      18.94       0.9436      0.3259      1.519       32.2        8.051       0.004036    0.6668      1.483       0.3765      
5.744       49.77       0.8662      0.4852      1.647       55.06       13.76       0.007284    0.7198      0.6289      0.4005      
1.512       12.72       0.93        0.2043      1.396       26.98       6.746       0.007738    0.7492      1.158       0.5585      
4.396       32.15       0.9062      0.4466      1.422       50.15       12.54       0.004704    0.7419      0.1358      0.4149      
3.876       35.57       0.912       0.4729      1.587       56.18       14.05       0.004832    0.7514      0.5785      0.7513      
0.7313      26.85       0.9539      0.2245      1.599       59.46       14.87       0.009314    0.7638      0.08816     0.8208      
1.313       65.58       0.9495      0.2188      1.867       46.89       11.72       0.004512    0.7793      1.306       0.06878     
4.702       23.54       0.8989      0.2472      1.726       44.8        11.2        0.006243    0.7011      0.5314      0.4966      
3.105       56.18       0.9307      0.1404      1.36        40.71       10.18       0.009106    0.7046      0.2994      0.1708      
5.176       25.92       0.8878      0.1621      1.766       47.24       11.81       0.005498    0.7008      0.03276     0.5738      
0.4936      72.21       0.9592      0.4309      1.357       52.39       13.1        0.005418    0.8278      1.204       0.5255      
0.2532      10.55       0.9825      0.3707      1.589       63          15.75       0.008456    0.776       1.667       0.8216      
2.459       67.56       0.9253      0.487       1.765       67.8        16.95       0.008623    0.7446      0.4352      0.3947      
5.439       50.3        0.8803      0.2476      1.5         41.57       10.39       0.004714    0.7118      0.5994      0.3591      
5.228       35.64       0.8808      0.2396      1.578       43.97       10.99       0.006437    0.7388      0.02406     0.3643      
7.241       34.38       0.8508      0.431       1.469       42.36       10.59       0.006145    0.7704      0.3854      0.6202      
1.706       30.28       0.9448      0.441       1.599       44.73       11.18       0.00822     0.7471      0.465       0.623       
1.409       73.45       0.9612      0.2231      1.815       28.06       7.014       0.004474    0.7154      1.657       0.4866      
2.027       46.11       0.9352      0.3345      1.518       49.47       12.37       0.007144    0.7853      0.9226      0.7321      
5.58        48.79       0.884       0.2879      1.621       48.58       12.15       0.006302    0.7675      0.4124      0.3339      
1.218       74.09       0.9693      0.2962      1.825       37.45       9.363       0.007068    0.817       0.9165      0.193       
6.588       28.14       0.8579      0.2157      1.651       41.14       10.28       0.005953    0.7023      0.6449      0.6183      
0.9179      28.14       0.9679      0.115       1.328       78.49       19.62       0.007478    0.7677      1.025       0.05022     
0.2515      72.64       0.9653      0.2578      2.027       58.22       14.55       0.005464    0.7553      1.214       0.5953      
2.996       24.37       0.9096      0.2152      1.961       63.79       15.95       0.006772    0.7526      0.6004      0.388       
0.4434      14.26       0.9811      0.4069      2.126       49.65       12.41       0.007135    0.8087      1.478       0.2964      
4.306       58.28       0.8928      0.1415      1.627       61.63       15.41       0.005394    0.6972      0.01563     0.5308      
0.09076     9.05        0.9615      0.1577      1.425       66.75       16.69       0.01039     0.7475      0.363       0.9675      
3.757       55.42       0.9049      0.2509      1.324       32.03       8.008       0.007945    0.7021      0.755       0.4189      
2.843       24.94       0.9242      0.1712      1.399       29.09       7.273       0.007471    0.7521      0.3698      0.6661      
0.786       10.73       0.9722      0.4549      1.625       25.07       6.268       0.007979    0.6145      1.546       0.621       
7.292       47.22       0.8428      0.1656      1.51        46.69       11.67       0.005103    0.7154      0.3626      0.435       
0.9428      20.62       0.9428      0.4114      1.237       45.03       11.26       0.01019     0.7662      0.4731      0.05323     
2.429       17.41       0.931       0.3282      1.889       52.22       13.06       0.006781    0.7209      0.05326     0.4121      
7.338       47.91       0.8427      0.1897      1.501       51.8        12.95       0.004755    0.732       0.4154      0.5039      
1.54        14.23       0.9473      0.4527      1.941       81.08       20.27       0.005544    0.6489      0.5248      0.3034      
1.417       44.76       0.9559      0.2825      2.094       78.45       19.61       0.006655    0.7107      1.14        0.773       
0.5574      8.267       0.9493      0.3196      2.026       40.4        10.1        0.004128    0.7543      0.482       0.6701      
4.591       39.42       0.8912      0.4322      1.823       37.95       9.488       0.00823     0.7229      0.2375      0.7266      
1.331       36.97       0.9448      0.4083      1.802       64.76       16.19       0.006217    0.7494      1.381       0.6068      
6.273       31.12       0.8693      0.4806      1.743       44.64       11.16       0.005638    0.7199      0.7116      0.4639      
5.754       45.03       0.8821      0.438       1.388       51.3        12.82       0.004742    0.7569      0.1857      0.288       
0.6416      57.35       0.9423      0.2112      1.896       67.92       16.98       0.005544    0.6714      1.006       0.1954      
1.214       61.17       0.9359      0.291       2.076       46.67       11.67       0.008517    0.7629      1.695       0.8627      
0.2521      7.797       0.9944      0.1293      1.415       73.73       18.43       0.005963    0.6295      0.2981      0.1903      
2.331       39.33       0.9426      0.3023      1.847       50.67       12.67       0.007638    0.7324      1.51        0.4052      
6.889       40.23       0.8613      0.3345      1.467       47.89       11.97       0.006192    0.7624      0.3539      0.4307      
4.428       24.56       0.8944      0.4568      1.799       34.41       8.602       0.006354    0.7773      0.5768      0.6015      
2.525       62.97       0.9254      0.336       1.505       66.69       16.67       0.004507    0.8095      0.9257      0.3103      
1.74        19          0.9515      0.3782      1.513       61.06       15.26       0.00891     0.7783      0.9363      0.4001      
2.378       58.67       0.9439      0.31        1.675       35.34       8.836       0.004927    0.6683      1.487       0.6788      
6.06        33.59       0.8696      0.4993      1.615       62.11       15.53       0.006876    0.6978      0.1196      0.3214      
2.229       61.47       0.9459      0.3082      1.841       38.45       9.612       0.007943    0.746       1.42        0.461       
7.91        36.48       0.8316      0.3415      1.566       48.01       12          0.006001    0.726       0.1547      0.4926      
0.3623      71.24       0.9782      0.2867      1.216       46.43       11.61       0.005497    0.793       0.8776      0.1601      
2.292       16.43       0.9316      0.2278      1.61        41.17       10.29       0.005811    0.7498      0.08005     0.3328      
1.315       56.01       0.9721      0.104       1.566       52.03       13.01       0.004662    0.7339      1           0.6967      
1.608       67.58       0.9585      0.4424      1.77        66.49       16.62       0.009242    0.6663      1.352       0.3419      
3.587       27.29       0.9097      0.3482      1.892       42.05       10.51       0.005348    0.7581      0.4767      0.3128      
5.848       27.19       0.8666      0.4027      1.641       41.64       10.41       0.004227    0.7741      0.3008      0.3154      
7.762       40.82       0.8359      0.334       1.47        39.77       9.942       0.004915    0.7632      0.09884     0.5671      
7.734       43.19       0.8433      0.1057      1.577       48.12       12.03       0.006022    0.7292      0.3544      0.3989      
0.789       64.84       0.9711      0.3588      1.307       35.14       8.786       0.007411    0.7356      0.7149      0.3494      
1.737       24.71       0.9397      0.3338      1.804       29.69       7.422       0.005523    0.7977      0.05861     0.6066      
1.321       49.22       0.9532      0.4644      1.498       44.19       11.05       0.006679    0.7304      0.3371      0.1915      
3.44        60.05       0.9057      0.1141      1.63        40.1        10.03       0.00376     0.7749      0.5109      0.4373      
6.395       31.2        0.8637      0.2224      1.598       59.01       14.75       0.006214    0.7574      0.6981      0.3935      
5.999       50.43       0.8715      0.2614      1.676       56.2        14.05       0.005868    0.7192      0.4605      0.4142      
2.615       23.65       0.941       0.1231      1.982       29.49       7.372       0.008774    0.6751      1.011       0.4837      
3.88        38.2        0.8958      0.3378      1.52        66.41       16.6        0.007551    0.791       0.8478      0.3916      
3.169       23.76       0.9052      0.362       1.907       55.66       13.91       0.004347    0.7634      0.5726      0.6266      
4.179       34.36       0.9         0.2298      1.409       56.2        14.05       0.008285    0.708       0.9282      0.5653      
4.828       23.78       0.8948      0.192       1.434       54.85       13.71       0.007596    0.7863      0.7546      0.3612      
1.045       54.56       0.9549      0.3663      1.582       53.51       13.38       0.007024    0.7371      1.253       0.6421      
0.1035      60.78       0.9718      0.2319      1.336       62.55       15.64       0.009845    0.6727      1.675       0.5837      
0.3727      17.39       0.9694      0.159       1.514       27.99       6.998       0.009789    0.6629      0.9999      0.383       
1.276       66.45       0.9432      0.1014      1.326       66.29       16.57       0.008141    0.7789      0.8591      0.2342      
2.719       18.46       0.911       0.1111      1.433       29.68       7.421       0.004933    0.7894      0.03023     0.3643      
1.108       68.95       0.9702      0.3708      1.802       61.15       15.29       0.00629     0.8366      1.215       0.4193      
0.09224     59.74       0.9498      0.1643      2.02        85.73       21.43       0.004647    0.6456      0.8699      0.03804     
2.6         15.5        0.9112      0.3385      1.379       61.07       15.27       0.006859    0.698       0.7972      0.6764      
0.4702      70.28       0.9567      0.304       1.907       47.17       11.79       0.007904    0.7943      0.8093      0.1502      
4.344       26.43       0.8907      0.4802      1.661       64.67       16.17       0.007059    0.7938      0.5123      0.3383      
0.4581      76.78       0.9899      0.3578      1.31        57.01       14.25       0.00312     0.825       1.415       0.6129      
1.837       58.79       0.9587      0.4677      1.562       72.04       18.01       0.007081    0.7212      0.4497      0.2837      
3.311       39          0.923       0.4413      1.844       39.81       9.952       0.005065    0.745       0.5088      0.8158      
1.164       41.28       0.9437      0.3541      1.278       37.22       9.305       0.003425    0.62        0.8285      0.6533      
0.2815      65.83       0.9703      0.2824      1.309       42.74       10.68       0.006852    0.7261      0.9361      0.7198      
0.6484      36.81       0.9584      0.4827      1.729       44.96       11.24       0.004086    0.6448      1.306       0.4148      
0.4996      23.37       0.9477      0.3534      2.163       22.07       5.518       0.009278    0.7445      0.3837      0.4931      
2.586       63.58       0.9114      0.2973      1.34        50.41       12.6        0.003861    0.7191      0.1475      0.2149      
3.914       55.83       0.9005      0.1019      1.905       61.91       15.48       0.005562    0.7393      1.036       0.6147      
1.35        23.11       0.9384      0.1067      1.876       25.13       6.283       0.006397    0.6801      0.9138      0.4024      
4.186       40.4        0.9103      0.3747      1.63        54.54       13.64       0.006932    0.8011      0.01194     0.6376      
2.332       36.61       0.9169      0.4622      1.969       27.04       6.759       0.00844     0.7484      1.464       0.3531      
1.841       66.3        0.9326      0.433       1.488       41.37       10.34       0.006974    0.7675      0.3224      0.2266      
7.178       48.14       0.8487      0.1519      1.626       56.73       14.18       0.00652     0.7214      0.3286      0.569       
3.191       37.08       0.9153      0.2516      1.626       33.65       8.412       0.00632     0.6745      8.119e-05   0.6006      
1.287       45.79       0.9396      0.1046      1.274       33.22       8.305       0.005866    0.8061      0.8714      0.3839      
1.204       19.13       0.9412      0.4254      1.558       35.3        8.825       0.006559    0.7487      1.591       0.2313      
2.736       17.75       0.9341      0.2954      1.732       62.01       15.5        0.005589    0.7486      1.384       0.4907      
0.4539      63.85       0.9639      0.218       1.379       57.25       14.31       0.008424    0.6955      1.032       0.3913      
5.509       31.08       0.8886      0.1038      1.501       38.27       9.567       0.004688    0.7295      0.1757      0.3189      
0.4539      72.18       0.959       0.3833      1.281       76.82       19.21       0.0107      0.6727      0.307       0.8093      
1.457       54.73       0.9439      0.3338      2.084       48.24       12.06       0.00389     0.8186      0.5485      0.2853      
1.563       19.75       0.9391      0.356       1.687       76.69       19.17       0.00645     0.7048      1.165       0.3951      
0.7896      62.64       0.9496      0.4874      1.86        48.78       12.2        0.008844    0.7237      0.9832      0.5521      
1.438       21.17       0.946       0.202       1.322       31.47       7.867       0.00822     0.8049      1.447       0.4689      
